,cid,line_lib,code,price_subtotal,fac_ref,agence_name,company_name,lib_clean,lib_short
56196,2,Mise en place d'un WC chimique,09,157.5,P212380,75 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique,mise en place un wc chimique
56241,2,Mise en place de WC chimique durant la durée des travaux,09,165.0,P210769,13 ALLIANCE BTP,ALLIANCE BTP,mise en place de wc chimique durant la duree des travaux,mise en place de wc chimique durant la duree des travaux
56298,2,"Location, installation et repliement des WC chimiques",09,270.0,P210850,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
56299,2,Installation d'un WC chimique pour la durée du chantier,09,960.0,P210883,57 ALLIANCE BTP,ALLIANCE BTP,installation un wc chimique pour la duree du chantier,installation un wc chimique pour la duree du chantier
56366,2,Mise en place d'un WC chimiques pendant la durée des travaux,09,75.0,P210791,75 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimiques pendant la duree des travaux,mise en place un wc chimiques pendant la duree des travaux
56381,2,"Location, installation et repliement des WC chimiques",09,1040.0,P210861,59 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
56457,2,"Amenée et repli du matériel et matériaux sur le chantier, mise en place de base vie et WC chimique",09,750.0,P210853,75 ALLIANCE BTP,ALLIANCE BTP,amenee et repli du materiel et materiaux sur le chantier mise en place de base vie et wc chimique,amenee et repli du materiel et materiaux sur le chantier mise en place de base vie et wc chimique
56527,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail",09,630.0,P210884,57 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail
56642,2,"Mise en place d'un WC chimique pendant la durée des travaux (environ 1 mois de travaux)
Détection des réseaux (pour mémoire) les réseaux à l'intérieur des vides sanitaires sont supposés apparents",09,360.0,P210797,13 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique pendant la duree des travaux environ mois de travaux detection des reseaux pour memoire les reseaux interieur des vides sanitaires sont supposes apparents,mise en place un wc chimique pendant la duree des travaux environ mois de travaux detection des reseaux pour memoire les reseaux interieur des vides sanitaires sont supposes apparents
56752,2,"Location, installation et repliement de wc chimiques",09,220.5,P210792,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement de wc chimiques,location installation et repliement de wc chimiques
56889,2,Mise en place d'un WC chimique pendant la durée des travaux,09,710.0,P210749,13 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique pendant la duree des travaux,mise en place un wc chimique pendant la duree des travaux
57191,2,Mise en place de WC chimique durant la durée des travaux,09,237.0,P210807,13 ALLIANCE BTP,ALLIANCE BTP,mise en place de wc chimique durant la duree des travaux,mise en place de wc chimique durant la duree des travaux
57234,2,Mise en place d'un WC chimique,09,150.0,P210793,75 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique,mise en place un wc chimique
57353,2,Installation d'un WC chimique pour la durée du chantier,09,1800.0,P212390,75 ALLIANCE BTP,ALLIANCE BTP,installation un wc chimique pour la duree du chantier,installation un wc chimique pour la duree du chantier
57580,2,"Mise en place d'un WC chimique pendant la durée des travaux
Nota 05 : En l'absence de plan de recollement des réseaux de la villa, aucun travaux de dévoiement de réseau n'est prévu dans cette offre.",09,700.0,P210750,31 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique pendant la duree des travaux nota en absence de plan de recollement des reseaux de la villa aucun travaux de devoiement de reseau est prevu dans cette offre,mise en place un wc chimique pendant la duree des travaux nota en absence de plan de recollement des reseaux de la villa aucun travaux de devoiement de reseau est prevu dans cette offre
57720,2,"Location, installation et repliement de wc chimiques",09,412.5,P210834,69 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement de wc chimiques,location installation et repliement de wc chimiques
57799,2,Mise en place d'un WC chimique pendant la durée des travaux,09,380.0,P210828,13 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique pendant la duree des travaux,mise en place un wc chimique pendant la duree des travaux
57889,2,Mise en place d'un WC chimique pendant la durée des travaux,09,630.0,P210841,31 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique pendant la duree des travaux,mise en place un wc chimique pendant la duree des travaux
57910,2,Mise en place d'un WC chimique pendant la durée des travaux,09,234.0,P210808,13 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique pendant la duree des travaux,mise en place un wc chimique pendant la duree des travaux
57931,2,"Location, installation et repliement des WC chimiques",09,156.0,P210788,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
58094,2,WC chimique,02,550.0,P210761,75 ALLIANCE BTP,ALLIANCE BTP,wc chimique,wc chimique
58227,13,Amenée et repli du matériel y compris WC chimique,01,2800.0,SO10076,,SOLINJECTION,amenee et repli du materiel compris wc chimique,amenee et repli du materiel compris wc chimique
58267,2,Mise en place d'un WC chimique pendant la durée des travaux,09,1290.0,P210830,31 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique pendant la duree des travaux,mise en place un wc chimique pendant la duree des travaux
58572,2,"Installation de chantier, comprenant (à titre indicatif) :
- Amenée et repli du matériel et matériaux sur chantier
- Location base vie, bungalow, WC chimique
- Produit WC chimique
- Vidange
- Transport PL 19 T
- Manutention grue
- Branchements d'électricité et eau",09,750.0,P210818,44 ALLIANCE BTP,ALLIANCE BTP,installation de chantier comprenant titre indicatif amenee et repli du materiel et materiaux sur chantier location base vie bungalow wc chimique produit wc chimique vidange transport pl manutention grue branchements electricite et eau,installation de chantier comprenant titre indicatif amenee et repli du materiel et materiaux sur chantier location base vie bungalow wc chimique produit wc chimique vidange transport pl manutention grue branchements electricite et eau
